CFS,DATE,NATURE CODE,ADDRESS,XCOORD,YCOORD,DOW
040310-244,4/3/2010  10:45:57 PM,MUSIC,3129 NE POWDERHORN PL,7486970.5000 ,352268.8438 ,SAT
040410-47,4/4/2010  5:22:32 AM,PARTY,NW 12TH ST AND NW JACKSON AV,7480402.0000 ,340902.0000 ,
040610-282,4/6/2010  10:45:14 PM,MUSIC,2675 NE LANCASTER ST,7487316.5000 ,350089.6563 ,TUE
040710-21,4/7/2010  2:08:14 AM,PARTY,311 NW 4TH ST,7482721.0000 ,340419.8438 ,WED
040710-270,4/7/2010  11:09:41 PM,SRN,332 NW 14TH ST,7480093.0000 ,341548.8750 ,WED
040810-31,4/8/2010  1:57:39 AM,PARTY,707 SW 10TH ST,7480236.5000 ,338372.7813 ,THU
040810-251,4/8/2010  10:37:45 PM,PARTY,TAYLOR/26TH,(1.0000),(1.0000),THU
040810-243,4/8/2010  10:12:39 PM,SRN,2645 NW TAYLOR AV,7477686.5000 ,343483.7813 ,THU
040810-258,4/8/2010  10:55:06 PM,PARTY,100 BLK 26TH,(1.0000),(1.0000),THU
040810-257,4/8/2010  10:52:43 PM,SRN,1015 NW MONROE AV,7480721.0000 ,340357.8750 ,THU
040810-274,4/8/2010  11:31:44 PM,PARTY,287 NE CONIFER BV,7487130.0000 ,352281.4063 ,THU
040910-10,4/9/2010  12:19:46 AM,PARTY,NW 17TH ST AND NW TYLER AV,7479606.0000 ,342412.0000 ,FRI
040910-261,4/9/2010  9:51:52 PM,MUSIC,2837 SW WESTERN BV,7476846.0000 ,337051.6875 ,FRI
040910-277,4/9/2010  10:43:11 PM,SRN,513 NW 17TH ST,7479631.5000 ,342445.1875 ,FRI
040910-285,4/9/2010  11:29:11 PM,PARTY,730 NW 28TH ST,7477252.0000 ,343598.2813 ,SAT
041010-197,4/10/2010  11:01:13 PM,MUSIC,779 SW 15TH ST,7479220.0000 ,338129.6250 ,SAT
041010-201,4/10/2010  11:15:49 PM,PARTY,230 SW TWIN OAKS CR,7481168.5000 ,335887.5938 ,SAT
041010-211,4/10/2010  11:43:06 PM,PARTY,315 SE LILLY AV,7481773.5000 ,333663.1875 ,SUN
041110-11,4/11/2010  12:30:15 AM,PARTY,387 NE CONIFER BV,7487779.0000 ,352363.5938 ,SUN
041110-2,4/11/2010  12:02:48 AM,MUSIC,2837 SW WESTERN BV,7476846.0000 ,337051.6875 ,SUN
041010-203,4/10/2010  11:17:56 PM,PARTY,204 NW KINGS BV,7479036.0000 ,341447.3438 ,SAT
041110-41,4/11/2010  2:38:30 AM,SRN,1061 SW WASHINGTON AV,7480047.5000 ,339007.3750 ,SUN
041110-108,4/11/2010  1:37:04 PM,MUSIC,922 NW SYCAMORE AV,7484272.5000 ,348907.0000 ,SUN
041210-189,4/12/2010  10:38:51 PM,MUSIC,2868 SE DEBORAH PL,7481976.0000 ,329641.0313 ,MON
041410-107,4/14/2010  11:41:09 AM,MUSIC,804 NW 26TH ST,7477808.5000 ,343821.9375 ,WED
041510-90,4/15/2010  12:36:35 PM,MUSIC,707 SW 10TH ST,7480236.5000 ,338372.7813 ,THU
041510-210,4/15/2010  9:18:49 PM,SRN,527 NW 23RD ST,7478420.5000 ,342820.9063 ,THU
041510-203,4/15/2010  9:04:48 PM,MUSIC,958 NW SYCAMORE AV,7483348.5000 ,348894.5000 ,THU
041510-219,4/15/2010  10:14:52 PM,PARTY,803 SW 8TH ST,7480563.5000 ,338171.2813 ,THU
041510-233,4/15/2010  11:11:47 PM,PARTY,1015 NW MONROE AV,7480721.0000 ,340357.8750 ,THU
041510-244,4/15/2010  11:43:24 PM,MUSIC,527 NW 23RD ST,7478420.5000 ,342820.9063 ,THU
041610-211,4/16/2010  8:17:31 PM,MUSIC,308 NW KINGS BV,7479041.0000 ,341860.4375 ,FRI
041610-235,4/16/2010  9:30:13 PM,SRN,NW 11TH ST AND NW HARRISON BV,7480919.0000 ,341493.0000 ,FRI
041610-247,4/16/2010  10:05:26 PM,SRN,216 NW 13TH ST,7480178.5000 ,341053.1563 ,FRI
041710-39,4/17/2010  2:15:12 AM,PARTY,SW 11TH ST AND SW JEFFERSON WY,7480224.0000 ,339725.0000 ,SAT
041710-204,4/17/2010  7:00:00 PM,PARTY,NW 30TH ST AND NW FILLMORE AV,7476653.0000 ,343853.0000 ,SAT
041710-211,4/17/2010  7:58:42 PM,PARTY,1175 SW POPLAR PL,7476037.0000 ,336453.5313 ,SAT
041710-235,4/17/2010  9:23:58 PM,MUSIC,1315 SW E AV,7479769.0000 ,337118.4375 ,SAT
041710-263,4/17/2010  11:06:21 PM,PARTY,204 NW KINGS BV,7479036.0000 ,341447.3438 ,SAT
041710-249,4/17/2010  10:30:57 PM,PARTY,700 NW 15TH ST,7480358.5000 ,342866.8750 ,SAT
041710-284,4/17/2010  11:51:56 PM,PARTY,350 NW 23RD ST,7478385.0000 ,342133.1875 ,SAT
041810-4,4/18/2010  12:08:52 AM,SRN,149 NW 14TH ST,7479856.0000 ,340892.2500 ,SUN
041810-1,4/18/2010  12:01:18 AM,PARTY,202 NW 32ND ST,7476002.0000 ,341770.8750 ,SUN
041810-51,4/18/2010  2:45:03 AM,PARTY,2300 NW VAN BUREN AV,7478380.5000 ,341872.4688 ,SUN
041810-60,4/18/2010  3:30:55 AM,MUSIC,322 SW 10TH ST,7480442.0000 ,339548.3750 ,SUN
041810-138,4/18/2010  3:21:59 PM,SRN,312 NW 26TH ST,7477750.5000 ,342020.6563 ,SUN
041810-163,4/18/2010  6:24:52 PM,MUSIC,325 SE LILLY AV,7481794.0000 ,333662.2188 ,SUN
041810-214,4/18/2010  11:25:22 PM,PARTY,309 SW 9TH ST,7480752.0000 ,339473.7813 ,SUN
041910-172,4/19/2010  9:42:37 PM,MUSIC,1257 NW VAN BUREN AV,7480403.0000 ,341303.3750 ,MON
041910-186,4/19/2010  11:00:57 PM,SRN,2868 SE DEBORAH PL,7481976.0000 ,329641.0313 ,TUE
042110-150,4/21/2010  6:11:05 PM,MUSIC,997 NW SYCAMORE AV,7482638.0000 ,348993.5000 ,WED
042210-191,4/22/2010  8:38:15 PM,MUSIC,2000 SW BUTTERFIELD DR,7480400.0000 ,332764.2500 ,THU
042210-207,4/22/2010  10:48:35 PM,PARTY,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,THU
042210-211,4/22/2010  11:19:10 PM,MUSIC,550 NW HARRISON BV,7482630.0000 ,340805.9688 ,THU
042210-214,4/22/2010  11:33:45 PM,SRN,2730 SW MORRIS AV,7477322.5000 ,336595.7500 ,FRI
042310-19,4/23/2010  1:30:15 AM,MUSIC,550 NW HARRISON BV,7482630.0000 ,340805.9688 ,FRI
042310-212,4/23/2010  10:01:10 PM,PARTY,513 NW 17TH ST,7479631.5000 ,342445.1875 ,FRI
042310-215,4/23/2010  10:37:51 PM,PARTY,NW HARRISON BV AND NW 23RD ST,7478399.0000 ,342372.0000 ,FRI
042310-214,4/23/2010  10:36:20 PM,SRN,1375 SW A AV,7479500.5000 ,338454.3125 ,FRI
042310-216,4/23/2010  10:38:06 PM,PARTY,527 NW 23RD ST,7478420.5000 ,342820.9063 ,FRI
042410-4,4/24/2010  12:22:44 AM,PARTY,NW KINGS BV AND NW JACKSON AV,7479045.0000 ,341383.0000 ,SAT
042410-7,4/24/2010  12:38:32 AM,PARTY,329 SW 11TH ST,7480190.0000 ,339618.0000 ,SAT
042410-8,4/24/2010  12:38:30 AM,PARTY,3020 SW ORCHARD AV,7476496.0000 ,341065.9688 ,SAT
042410-30,4/24/2010  2:19:27 AM,PARTY,1072 SW E AV,7480163.0000 ,337050.8750 ,SAT
042410-88,4/24/2010  11:43:55 AM,MUSIC,840 SE LILLY AV [CORVALLIS],7482907.5000 ,333605.4688 ,SAT
042410-208,4/24/2010  10:43:14 PM,MUSIC,437 NW 14TH ST,7480254.5000 ,341900.3125 ,SAT
042510-8,4/25/2010  12:09:04 AM,PARTY,1755 NW 17TH ST,7480218.5000 ,347328.4063 ,SUN
042510-16,4/25/2010  12:33:19 AM,PARTY,700 SW 5TH ST,7481251.0000 ,337654.2500 ,SUN
042510-27,4/25/2010  1:20:31 AM,PARTY,342 SW 10TH ST,7480413.0000 ,339474.6563 ,SUN
042510-46,4/25/2010  2:41:56 AM,PARTY,2905 NW GLENRIDGE DR,7472123.0000 ,351146.0000 ,SUN
042510-190,4/25/2010  11:46:04 PM,MUSIC,824 SW GROVE ST,7476786.0000 ,337503.0000 ,SUN
042910-105,4/29/2010  1:46:30 PM,MUSIC,2709 NW GLENWOOD PL,7467259.5000 ,350020.3125 ,THU
042910-213,4/29/2010  10:33:48 PM,SRN,119 NW 26TH ST,7477773.0000 ,341481.8438 ,THU
042910-220,4/29/2010  11:02:23 PM,SRN,127 NW 26TH ST,7477773.0000 ,341500.3438 ,THU
042910-222,4/29/2010  11:07:01 PM,SRN,620 NW ELIZABETH DR,7473974.0000 ,343494.5938 ,THU
042910-237,4/29/2010  11:59:07 PM,MUSIC,996 NE ANGELEE PL,7489088.5000 ,349931.1875 ,FRI
043010-228,4/30/2010  10:27:51 PM,PARTY,SW 14TH ST AND SW A AV,7479437.0000 ,338438.0000 ,FRI
050110-32,5/1/2010  2:14:12 AM,SRN,136 NW 10TH ST,7480805.0000 ,340466.6875 ,SAT
050110-40,5/1/2010  3:45:51 AM,PARTY,2058 NW HARRISON BV,7478859.0000 ,342264.0000 ,SAT
050110-214,5/1/2010  10:14:34 PM,PARTY,1655 SW 49TH ST,7470149.5000 ,334334.7500 ,SAT
050110-220,5/1/2010  10:40:26 PM,PARTY,NW 14TH ST AND NW VAN BUREN AV,7480055.0000 ,341428.0000 ,SAT
050210-1,5/2/2010  12:00:34 AM,SRN,1015 NW MONROE AV,7480721.0000 ,340357.8750 ,SUN
050210-30,5/2/2010  1:50:51 AM,MUSIC,204 NW KINGS BV,7479036.0000 ,341447.3438 ,SUN
050210-39,5/2/2010  2:58:20 AM,PARTY,203 NW 21ST ST,7478726.0000 ,341481.4688 ,SUN
050310-2,5/3/2010  12:21:40 AM,MUSIC,825 NW 23RD ST,7478437.5000 ,343844.0313 ,MON
050510-22,5/5/2010  2:22:51 AM,PARTY,707 SW 10TH ST,7480236.5000 ,338372.7813 ,WED
050510-240,5/5/2010  10:17:13 PM,SRN,715 NW 29TH ST,7476991.5000 ,343554.4375 ,WED
050610-185,5/6/2010  4:56:13 PM,MUSIC,2709 NW GLENWOOD PL,7467259.5000 ,350020.3125 ,THU
050710-204,5/7/2010  9:12:27 PM,PARTY,2300 NW DIXON ST,7481667.5000 ,349270.2500 ,FRI
050710-218,5/7/2010  10:11:42 PM,MUSIC,625 SE LILLY AV,7482387.0000 ,333642.1875 ,FRI
050710-229,5/7/2010  11:11:20 PM,SRN,2473 SW PICKFORD ST,7480306.5000 ,331441.2813 ,FRI
050710-235,5/7/2010  11:40:46 PM,MUSIC,NW JACKSON AV AND NW 9TH ST,7481181.0000 ,340574.0000 ,SAT
050710-237,5/7/2010  11:43:08 PM,PARTY,715 NW MERRIE DR,7474407.0000 ,343727.7500 ,SAT
050710-238,5/7/2010  11:45:01 PM,MUSIC,190 SW B AV,7482125.0000 ,337302.7188 ,SAT
050810-8,5/8/2010  1:13:05 AM,PARTY,NW 14TH ST AND NW VAN BUREN AV,7480055.0000 ,341428.0000 ,SAT
050910-96,5/9/2010  1:00:19 PM,MUSIC,734 NW 13TH ST,7480856.0000 ,342781.0938 ,SUN
050910-110,5/9/2010  2:54:37 PM,MUSIC,325 SE LILLY AV,7481794.0000 ,333662.2188 ,SUN
051010-144,5/10/2010  7:34:27 PM,MUSIC,NW 26TH ST AND NW FILLMORE AV,7477821.0000 ,343801.0000 ,MON
051010-167,5/10/2010  10:15:03 PM,MUSIC,NE CAMBRIDGE CR AND NE PLYMOUTH CR,7487191.0000 ,351428.0000 ,MON
051110-176,5/11/2010  6:49:45 PM,MUSIC,1340 NW 23RD ST,7478501.5000 ,345451.0000 ,TUE
051110-156,5/11/2010  5:14:05 PM,MUSIC,804 NW 26TH ST,7477808.5000 ,343821.9375 ,TUE
051210-33,5/12/2010  4:28:41 AM,PARTY,707 SW 10TH ST,7480236.5000 ,338372.7813 ,WED
051210-224,5/12/2010  11:00:54 PM,SRN,828 NW 28TH ST,7477267.5000 ,343906.0938 ,WED
051310-208,5/13/2010  6:55:56 PM,MUSIC,NW 21ST ST AND NW POLK AV,7478741.0000 ,343033.0000 ,THU
051310-237,5/13/2010  9:11:37 PM,SRN,527 NW 23RD ST,7478420.5000 ,342820.9063 ,THU
051310-236,5/13/2010  9:12:03 PM,PARTY,NW HARRISON BV AND NW 21ST ST,7478729.0000 ,342304.0000 ,THU
051310-239,5/13/2010  9:20:58 PM,MUSIC,101 NW JACKSON AV,7483365.0000 ,339731.9375 ,THU
051310-254,5/13/2010  10:49:25 PM,PARTY,2111 NW HARRISON BV,7478707.0000 ,342322.1563 ,THU
051310-251,5/13/2010  10:37:02 PM,SRN,1032 SW 10TH ST,7480321.0000 ,337318.6875 ,THU
051310-262,5/13/2010  11:14:36 PM,MUSIC,126 SW 4TH ST,7482360.5000 ,339591.8750 ,THU
051410-12,5/14/2010  12:41:13 AM,PARTY,1032 SW 10TH ST,7480321.0000 ,337318.6875 ,FRI
051410-2,5/14/2010  12:06:08 AM,PARTY,127 NW 26TH ST,7477773.0000 ,341500.3438 ,FRI
051410-24,5/14/2010  1:29:51 AM,PARTY,321 NW 17TH ST,7479372.0000 ,341790.7813 ,FRI
051410-134,5/14/2010  3:12:30 PM,MUSIC,1270 NW 26TH ST,7477866.5000 ,345194.4375 ,FRI
051410-156,5/14/2010  4:43:54 PM,MUSIC,235 NW 25TH ST,7478069.0000 ,341751.2500 ,FRI
051410-206,5/14/2010  8:12:22 PM,PARTY,1270 NW 26TH ST,7477866.5000 ,345194.4375 ,FRI
051410-238,5/14/2010  9:56:33 PM,MUSIC,NW COOLIDGE WY AND NW 26TH ST,7477839.0000 ,344307.0000 ,FRI
051410-261,5/14/2010  11:08:08 PM,PARTY,629 NW 11TH ST,7481226.5000 ,342248.8750 ,FRI
051410-260,5/14/2010  11:05:05 PM,MUSIC,2111 NW HARRISON BV,7478707.0000 ,342322.1563 ,FRI
051410-266,5/14/2010  11:31:24 PM,MUSIC,1375 SW A AV,7479500.5000 ,338454.3125 ,FRI
051410-265,5/14/2010  11:30:00 PM,PARTY,121 NW 33RD ST,7475708.0000 ,341434.4375 ,FRI
051410-269,5/14/2010  11:38:47 PM,SRN,426 NW 25TH ST,7478067.0000 ,342528.7500 ,SAT
051410-274,5/14/2010  11:55:18 PM,MUSIC,2111 NW HARRISON BV,7478707.0000 ,342322.1563 ,SAT
051510-3,5/15/2010  12:15:22 AM,PARTY,426 NW 25TH ST,7478067.0000 ,342528.7500 ,SAT
051510-32,5/15/2010  1:50:30 AM,PARTY,700 NW 15TH ST,7480358.5000 ,342866.8750 ,SAT
051510-33,5/15/2010  1:51:29 AM,PARTY,524 NW 28TH ST,7477213.0000 ,342904.6875 ,SAT
051510-50,5/15/2010  3:01:28 AM,PARTY,629 NW 11TH ST,7481226.5000 ,342248.8750 ,SAT
051510-52,5/15/2010  3:58:50 AM,MUSIC,NW HARRISON BV AND NW 21ST ST,7478729.0000 ,342304.0000 ,SAT
051510-54,5/15/2010  4:51:41 AM,PARTY,725 SW 13TH ST,7479715.0000 ,338373.3438 ,SAT
051510-193,5/15/2010  6:04:56 PM,MUSIC,2980 NE LANCASTER ST,7487996.0000 ,351626.3125 ,SAT
051510-229,5/15/2010  8:05:07 PM,MUSIC,6300 SW GRAND OAKS DR,7466173.0000 ,337742.3750 ,SAT
051510-274,5/15/2010  11:09:42 PM,MUSIC,1021 NW 25TH ST,7478122.5000 ,344419.6875 ,SAT
051510-271,5/15/2010  11:02:53 PM,SRN,2719 NW ARNOLD WY,7477339.0000 ,341969.0313 ,SAT
051510-277,5/15/2010  11:15:15 PM,SRN,3044 NE GLACIER WY,7489744.0000 ,351872.4375 ,SAT
051510-286,5/15/2010  11:27:52 PM,PARTY,1045 NW 26TH ST,7477858.0000 ,344503.5625 ,SAT
051510-293,5/15/2010  11:49:13 PM,PARTY,420 SW 8TH ST,7480846.5000 ,338984.7188 ,SAT
051510-298,5/15/2010  11:57:29 PM,PARTY,SW 10TH ST AND SW WESTERN BV,7480248.0000 ,338155.0000 ,SUN
051610-6,5/16/2010  12:19:18 AM,PARTY,1360 NW VAN BUREN AV,7480145.5000 ,341382.7813 ,SUN
051610-9,5/16/2010  12:29:50 AM,MUSIC,3020 SW ORCHARD AV,7476496.0000 ,341065.9688 ,SUN
051610-16,5/16/2010  1:09:34 AM,SRN,952 SW WESTERN BV,7480320.0000 ,338151.4375 ,SUN
051610-20,5/16/2010  1:20:29 AM,PARTY,719 SW 5TH ST,7481254.0000 ,337589.9063 ,SUN
051610-148,5/16/2010  6:29:43 PM,MUSIC,410 NW 25TH ST,7478065.0000 ,342476.4688 ,SUN
051710-213,5/17/2010  11:24:50 PM,MUSIC,335 NW 12TH ST,7480590.0000 ,341354.3438 ,MON
051710-219,5/17/2010  11:51:19 PM,PARTY,635 NW 14TH ST,7480510.5000 ,342552.8750 ,TUE
051810-206,5/18/2010  10:04:33 PM,PARTY,NW DIXON ST AND NW BECA AV,7481556.0000 ,344661.0000 ,TUE
051910-106,5/19/2010  2:49:04 PM,MUSIC,1335 NW 10TH ST,7482451.0000 ,344918.6875 ,WED
052010-10,5/20/2010  12:53:43 AM,PARTY,300 SE LILLY AV,7481728.0000 ,333642.5938 ,THU
052010-220,5/20/2010  9:14:02 PM,PARTY,620 NW 14TH ST,7480472.0000 ,342516.5313 ,THU
052010-241,5/20/2010  10:14:41 PM,MUSIC,387 NE CONIFER BV,7487779.0000 ,352363.5938 ,THU
052010-247,5/20/2010  10:52:23 PM,PARTY,330 NW 14TH ST,7480090.5000 ,341541.3750 ,THU
052010-251,5/20/2010  11:11:18 PM,SRN,2217 NW VAN BUREN AV,7478530.5000 ,341873.0938 ,THU
052110-10,5/21/2010  12:30:39 AM,PARTY,960 NW HAYES AV,7482851.0000 ,345822.0000 ,FRI
052110-237,5/21/2010  11:12:53 PM,MUSIC,445 SW TUNISON AV,7480154.0000 ,332012.0000 ,FRI
052210-8,5/22/2010  12:38:20 AM,PARTY,NW JACKSON AV AND NW 16TH ST,7479439.0000 ,341283.0000 ,SAT
052210-4,5/22/2010  12:07:25 AM,PARTY,NW 23RD ST AND NW HARRISON BV,7478399.0000 ,342372.0000 ,SAT
052210-11,5/22/2010  12:41:36 AM,MUSIC,2808 NW ARNOLD WY,7477085.5000 ,342238.2188 ,SAT
052210-66,5/22/2010  7:31:07 AM,MUSIC,224 NW 26TH ST,7477751.0000 ,341759.6563 ,SAT
052210-240,5/22/2010  11:07:19 PM,PARTY,3575 NW LINCOLN AV,7475082.5000 ,344512.0938 ,SAT
052210-251,5/22/2010  11:41:15 PM,PARTY,109 NE CONIFER BV,7486088.5000 ,351317.0000 ,SAT
052310-3,5/23/2010  12:03:48 AM,PARTY,410 NW 25TH ST,7478065.0000 ,342476.4688 ,SUN
052310-26,5/23/2010  1:22:33 AM,PARTY,915 SW ADAMS AV,7480578.0000 ,339186.7500 ,SUN
052310-49,5/23/2010  2:52:44 AM,MUSIC,689 NW 23RD ST,7478428.5000 ,343374.6563 ,SUN
052510-13,5/25/2010  12:57:55 AM,PARTY,707 SW 10TH ST,7480236.5000 ,338372.7813 ,TUE
052610-15,5/26/2010  1:47:23 AM,PARTY,855 SW WASHINGTON AV,7480597.5000 ,338766.4688 ,WED
052610-177,5/26/2010  9:10:01 PM,MUSIC,204 NW 17TH ST,7479190.0000 ,341399.2813 ,WED
052610-184,5/26/2010  10:07:41 PM,MUSIC,1335 NW 10TH ST,7482451.0000 ,344918.6875 ,WED
052610-189,5/26/2010  10:38:25 PM,PARTY,415 NW 11TH ST,7480948.5000 ,341537.0625 ,WED
052610-193,5/26/2010  10:51:58 PM,MUSIC,707 SW 10TH ST,7480236.5000 ,338372.7813 ,WED
052710-149,5/27/2010  3:06:43 PM,MUSIC,2709 NW GLENWOOD PL,7467259.5000 ,350020.3125 ,THU
052710-181,5/27/2010  5:25:10 PM,MUSIC,1335 NW 10TH ST,7482451.0000 ,344918.6875 ,THU
052710-214,5/27/2010  9:05:26 PM,MUSIC,326 NW KINGS BV,7479043.0000 ,341936.7500 ,THU
052710-228,5/27/2010  9:58:28 PM,PARTY,333 NW 9TH ST,7481380.5000 ,341034.6875 ,THU
052710-240,5/27/2010  10:35:49 PM,PARTY,326 NW KINGS BV,7479043.0000 ,341936.7500 ,THU
052710-255,5/27/2010  11:36:58 PM,PARTY,1675 NW JACKSON AV,7479263.5000 ,341362.9688 ,THU
052710-260,5/27/2010  11:57:00 PM,MUSIC,550 NW HARRISON BV,7482630.0000 ,340805.9688 ,FRI
052810-7,5/28/2010  12:13:37 AM,PARTY,1671 NW JACKSON AV,7479272.0000 ,341359.0625 ,FRI
052810-19,5/28/2010  12:57:20 AM,PARTY,NW 26TH ST AND NW GRANT AV,7477860.0000 ,344948.0000 ,FRI
052710-263,5/27/2010  11:58:55 PM,PARTY,NW 23RD ST AND NW HARRISON BV,7478399.0000 ,342372.0000 ,FRI
052810-36,5/28/2010  2:05:13 AM,MUSIC,1911 NW TAYLOR AV,7479343.5000 ,343261.4688 ,FRI
052810-47,5/28/2010  3:36:17 AM,PARTY,1420 NW 20TH ST [CORVALLIS],7479425.5000 ,345410.6563 ,FRI
052810-51,5/28/2010  4:51:09 AM,PARTY,387 NE CONIFER BV,7487779.0000 ,352363.5938 ,FRI
052810-209,5/28/2010  7:50:33 PM,PARTY,1112 NW 9TH ST,7482483.0000 ,343704.0000 ,FRI
052810-213,5/28/2010  8:07:34 PM,MUSIC,1112 NW 9TH ST,7482483.0000 ,343704.0000 ,FRI
052810-218,5/28/2010  8:21:46 PM,MUSIC,331 NW 23RD ST,7478405.0000 ,342033.5938 ,FRI
052810-242,5/28/2010  9:46:17 PM,MUSIC,1112 NW 9TH ST,7482483.0000 ,343704.0000 ,FRI
052810-248,5/28/2010  9:54:01 PM,SRN,652 NW WALNUT BV,7484179.0000 ,350331.0938 ,FRI
052810-250,5/28/2010  9:57:13 PM,MUSIC,300 NW 26TH ST,7477750.0000 ,341971.8125 ,FRI
052810-235,5/28/2010  9:23:51 PM,MUSIC,331 NW 23RD ST,7478405.0000 ,342033.5938 ,FRI
052810-252,5/28/2010  10:04:28 PM,SRN,1393 SW E AV,7479516.0000 ,337156.2500 ,FRI
052910-1,5/29/2010  12:00:47 AM,MUSIC,518 NW 14TH ST,7480343.5000 ,342189.3125 ,SAT
052910-4,5/29/2010  12:04:39 AM,MUSIC,1375 SW A AV,7479500.5000 ,338454.3125 ,SAT
052910-132,5/29/2010  3:36:26 PM,MUSIC,1316 NW 10TH ST,7482425.0000 ,344791.8125 ,SAT
052910-213,5/29/2010  9:34:26 PM,MUSIC,3196 NE POWDERHORN PL,7486974.5000 ,352423.1875 ,SAT
052910-217,5/29/2010  9:44:30 PM,MUSIC,501 NW 25TH ST,7478099.0000 ,342790.8125 ,SAT
053010-9,5/30/2010  12:19:51 AM,PARTY,360 NE CAMBRIDGE CR,7487522.0000 ,351704.4688 ,SUN
053010-141,5/30/2010  3:54:15 PM,MUSIC,1316 NW 10TH ST,7482425.0000 ,344791.8125 ,SUN
053010-160,5/30/2010  5:22:05 PM,MUSIC,1316 NW 10TH ST,7482425.0000 ,344791.8125 ,SUN
053010-219,5/30/2010  10:29:01 PM,PARTY,3324 NE LANCASTER ST,7487994.5000 ,353046.9063 ,SUN
053110-14,5/31/2010  1:44:40 AM,MUSIC,325 SE LILLY AV,7481794.0000 ,333662.2188 ,MON
053110-161,5/31/2010  8:55:48 PM,MUSIC,3196 NE POWDERHORN PL,7486974.5000 ,352423.1875 ,MON
060210-202,6/2/2010  10:41:39 PM,SRN,204 NW 17TH ST,7479190.0000 ,341399.2813 ,WED
060310-229,6/3/2010  9:14:20 PM,MUSIC,527 NW 23RD ST,7478420.5000 ,342820.9063 ,THU
060410-6,6/4/2010  12:18:50 AM,PARTY,NW 14TH ST AND NW VAN BUREN AV,7480055.0000 ,341428.0000 ,FRI
060410-171,6/4/2010  7:46:11 PM,MUSIC,329 NW 21ST ST,7478732.5000 ,341961.8125 ,FRI
060410-197,6/4/2010  8:59:21 PM,MUSIC,1335 NW KINGS BV,7478969.0000 ,345350.8125 ,FRI
060410-211,6/4/2010  9:42:23 PM,SRN,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,FRI
060410-208,6/4/2010  9:28:31 PM,SRN,330 NW 23RD ST,7478383.0000 ,342034.0313 ,FRI
060410-239,6/4/2010  11:14:00 PM,SRN,620 NW 27TH ST,7477515.0000 ,343216.9063 ,FRI
060510-15,6/5/2010  12:49:37 AM,MUSIC,NW GRANT AV AND NW DREAM PL,7479430.0000 ,345217.0000 ,SAT
060510-28,6/5/2010  1:43:04 AM,SRN,1375 SW A AV,7479500.5000 ,338454.3125 ,SAT
060510-29,6/5/2010  1:44:30 AM,MUSIC,NW 14TH ST AND NW MONROE AV,7479772.0000 ,340714.0000 ,SAT
060510-31,6/5/2010  1:50:48 AM,MUSIC,1675 NW JACKSON AV,7479263.5000 ,341362.9688 ,SAT
060510-49,6/5/2010  3:02:07 AM,SRN,961 NW VAN BUREN AV,7481147.0000 ,341002.3438 ,SAT
060510-91,6/5/2010  9:54:36 AM,MUSIC,2890 NW ANGELICA DR,7481879.5000 ,351064.2813 ,SAT
060510-203,6/5/2010  7:28:30 PM,PARTY,340 NW 21ST ST,7478711.5000 ,342021.0313 ,SAT
060510-227,6/5/2010  8:54:25 PM,PARTY,340 NW 21ST ST,7478711.5000 ,342021.0313 ,SAT
060510-240,6/5/2010  9:47:24 PM,SRN,520 NW 11TH ST,7481070.5000 ,341907.1250 ,SAT
060510-256,6/5/2010  10:28:12 PM,PARTY,NW 34TH ST AND NW LINCOLN AV,7475547.0000 ,344480.0000 ,SAT
060510-255,6/5/2010  10:22:05 PM,MUSIC,1331 SW E AV,7479721.0000 ,337124.4063 ,SAT
060510-257,6/5/2010  10:30:36 PM,PARTY,4905 NW WALNUT BV,7470834.5000 ,348711.7188 ,SAT
060510-287,6/5/2010  11:31:11 PM,MUSIC,514 NW 21ST ST,7478725.0000 ,342730.2500 ,SAT
060510-281,6/5/2010  11:21:05 PM,PARTY,204 NW KINGS BV,7479036.0000 ,341447.3438 ,SAT
060510-262,6/5/2010  10:44:57 PM,PARTY,2245 NW HARRISON BV,7478491.5000 ,342365.7188 ,SAT
060510-291,6/5/2010  11:51:19 PM,SRN,628 NW KINGS,(1.0000),(1.0000),SAT
060610-7,6/6/2010  12:17:14 AM,MUSIC,440 NW 23RD ST,7478393.0000 ,342521.6875 ,SUN
060610-21,6/6/2010  1:06:57 AM,SRN,156 NW 14TH ST,7479848.5000 ,340931.3438 ,SUN
060610-26,6/6/2010  1:20:04 AM,PARTY,1225 NW BUCHANAN AV,7481498.0000 ,343906.1250 ,SUN
060610-29,6/6/2010  1:39:46 AM,PARTY,306 SW 7TH ST,7481274.5000 ,339275.0938 ,SUN
060610-22,6/6/2010  1:07:38 AM,SRN,4260 NW WITHAM HILL DR,7473253.0000 ,346969.5625 ,SUN
060610-33,6/6/2010  1:59:18 AM,MUSIC,200 NW 26TH ST,7477751.0000 ,341697.0000 ,SUN
060610-51,6/6/2010  4:56:08 AM,MUSIC,322 NW 14TH ST,7480078.0000 ,341511.1563 ,SUN
060610-146,6/6/2010  5:19:59 PM,MUSIC,710 NW 5TH ST,7483002.0000 ,341931.9688 ,SUN
060610-195,6/6/2010  11:46:02 PM,MUSIC,300 NW 5TH ST,7482416.0000 ,340511.6875 ,MON
