CFS,DATE,NATURE CODE,ADDRESS,XCOORD,YCOORD,DOW
052816-243,5/28/2016  11:25:22 PM,SRN,1355 SW TIMIAN ST,7470968.0000 ,335949.2188 ,SAT
052816-246,5/28/2016  11:50:48 PM,SRN,1709 NW TYLER AV,7479582.0000 ,342433.5000 ,SAT
052916-1,5/29/2016  12:02:34 AM,SRN,1215 NW 11TH ST,7482037.5000 ,344323.2500 ,SUN
052916-2,5/29/2016  12:04:41 AM,SRN,230 NW 23RD ST,7478377.5000 ,341667.6563 ,SUN
052916-5,5/29/2016  12:28:14 AM,SRN,1603 NW JACKSON AV,7479433.5000 ,341304.2500 ,SUN
052916-25,5/29/2016  1:21:00 AM,PARTY,1215 NW 11TH ST,7482037.5000 ,344323.2500 ,SUN
052916-140,5/29/2016  4:08:52 PM,PARTY,204 NW JACKSON AV,7483072.0000 ,339816.9375 ,SUN
052916-163,5/29/2016  5:46:22 PM,PARTY,204 NW 9TH ST,7481178.0000 ,340599.7813 ,SUN
052916-213,5/29/2016  8:42:06 PM,MUSIC,1319 NW DRAPER PL,7482569.0000 ,344902.2188 ,SUN
052916-252,5/29/2016  10:39:36 PM,PARTY,3267 NW ORCHARD AV,7475776.0000 ,341108.7500 ,SUN
052916-251,5/29/2016  10:39:26 PM,SRN,334 NW KINGS BV,7479042.5000 ,341972.5625 ,SUN
053016-6,5/30/2016  12:23:58 AM,PARTY,730 SW CHICKADEE ST,7474361.0000 ,337789.9688 ,MON
053016-18,5/30/2016  3:27:18 AM,PARTY,442 SW 6TH ST,7481353.5000 ,338683.8438 ,MON
053016-238,5/30/2016  8:54:35 PM,SRN,2610 SW WESTERN BV,7477717.0000 ,337367.8750 ,MON
053116-240,5/31/2016  10:13:14 PM,PARTY,565 NW OAK AV,7484935.5000 ,350026.6250 ,TUE
053116-256,5/31/2016  11:44:40 PM,MUSIC,390 NW MAXINE AV,7485494.0000 ,351728.5000 ,TUE
060116-283,6/1/2016  11:52:47 PM,MUSIC,3775 SW WATERLEAF AV,7474115.0000 ,337696.0625 ,THU
060216-11,6/2/2016  1:20:27 AM,MUSIC,390 NW MAXINE AV,7485494.0000 ,351728.5000 ,THU
060216-2,6/2/2016  12:28:00 AM,SRN,445 SW TUNISON AV,7480154.0000 ,332012.0000 ,THU
060216-15,6/2/2016  2:42:36 AM,MUSIC,345 NW 25TH ST,7478077.0000 ,342172.7500 ,THU
060216-221,6/2/2016  9:51:08 PM,MUSIC,313 NW 11TH ST,7480810.0000 ,341186.8125 ,THU
060216-220,6/2/2016  9:51:42 PM,MUSIC,1836 NW GRANT CR,7479721.0000 ,345472.1563 ,THU
060316-3,6/3/2016  12:25:00 AM,MUSIC,2929 NW HARRISON BV,7476812.0000 ,342484.3438 ,FRI
060316-24,6/3/2016  2:41:32 AM,MUSIC,2740 SW WESTERN BV,7477249.0000 ,337100.3438 ,FRI
060316-101,6/3/2016  1:05:05 PM,MUSIC,390 NW MAXINE AV,7485494.0000 ,351728.5000 ,FRI
060316-161,6/3/2016  4:57:05 PM,MUSIC,505 NW WALNUT BV,7484881.5000 ,350345.8750 ,FRI
060316-191,6/3/2016  7:31:27 PM,MUSIC,3495 NW GLENRIDGE DR,7472166.0000 ,353358.8438 ,FRI
060316-236,6/3/2016  10:51:31 PM,SRN,532 NW 36TH ST,7474972.0000 ,342988.1250 ,FRI
060316-253,6/3/2016  11:37:06 PM,SRN,120 NW 23RD ST,7478370.5000 ,341311.6563 ,FRI
060316-262,6/3/2016  11:57:57 PM,MUSIC,2001 NW MONROE AV,7479021.5000 ,341013.8750 ,SAT
060316-245,6/3/2016  11:16:41 PM,PARTY,NW 20TH ST AND NW HAYES AV,7479450.0000 ,345967.0000 ,SAT
060316-261,6/3/2016  11:54:31 PM,PARTY,NW POLK AV AND NW 31ST ST,7476312.0000 ,343195.0000 ,SAT
060416-44,6/4/2016  2:45:06 AM,PARTY,NW 16TH ST AND NW POLK AV,7479973.0000 ,342639.0000 ,SAT
060416-134,6/4/2016  11:31:44 AM,MUSIC,555 NW WALNUT BV,7484645.5000 ,350348.5938 ,SAT
060416-279,6/4/2016  10:12:41 PM,PARTY,328 NW KINGS BV,7479042.0000 ,341949.0000 ,SAT
060416-274,6/4/2016  10:00:41 PM,SRN,124 NW 14TH ST,7479800.5000 ,340809.2188 ,SAT
060416-283,6/4/2016  10:17:11 PM,SRN,2207 NW LINCOLN AV,7478743.0000 ,344346.5313 ,SAT
060416-286,6/4/2016  10:25:46 PM,PARTY,677 NW 23RD ST,7478428.0000 ,343328.9063 ,SAT
060416-301,6/4/2016  11:10:19 PM,PARTY,955 NW VAN BUREN AV,7481168.0000 ,340993.5938 ,SAT
060416-312,6/4/2016  11:51:00 PM,MUSIC,506 NW WALNUT BV,7484866.5000 ,350324.1250 ,SAT
060516-1,6/4/2016  11:59:25 PM,SRN,308 NW 17TH ST,7479335.5000 ,341761.5938 ,SUN
060516-7,6/5/2016  12:24:21 AM,PARTY,700 SW CHICKADEE ST,7474640.0000 ,338041.8750 ,SUN
060516-28,6/5/2016  1:45:27 AM,SRN,880 SW GROVE ST,7476782.5000 ,337352.5938 ,SUN
060516-31,6/5/2016  1:51:29 AM,PARTY,700 SW CHICKADEE ST,7474640.0000 ,338041.8750 ,SUN
060516-42,6/5/2016  2:54:58 AM,SRN,2430 SW LEONARD ST,7480005.5000 ,331555.7813 ,SUN
060516-248,6/5/2016  10:20:52 PM,SRN,3775 SW WATERLEAF AV,7474115.0000 ,337696.0625 ,SUN
060616-302,6/6/2016  11:57:09 PM,MUSIC,610 NW KINGS BV,7479063.5000 ,343036.8438 ,TUE
060716-257,6/7/2016  10:31:14 PM,MUSIC,446 NW KINGS BV,7479051.5000 ,342420.1563 ,TUE
060716-267,6/7/2016  11:08:45 PM,PARTY,806 NW 25TH ST,7478087.0000 ,343810.3438 ,TUE
060816-233,6/8/2016  10:23:25 PM,SRN,624 NW 11TH ST,7481205.0000 ,342250.6875 ,WED
060816-251,6/8/2016  11:42:00 PM,MUSIC,3730 SW BUNCHBERRY AV,7474357.5000 ,338655.1875 ,WED
060916-5,6/9/2016  12:15:48 AM,SRN,3801 NW VAN BUREN AV,7474370.0000 ,342192.3125 ,THU
060916-242,6/9/2016  11:11:33 PM,PARTY,NW 23RD ST AND NW VAN BUREN AV,7478393.0000 ,341889.0000 ,THU
061016-7,6/10/2016  1:17:05 AM,MUSIC,NW 13TH ST AND NW JACKSON AV,7480169.0000 ,340995.0000 ,FRI
061016-256,6/10/2016  11:33:09 PM,SRN,442 SW 6TH ST,7481353.5000 ,338683.8438 ,SAT
061116-45,6/11/2016  4:43:35 AM,PARTY,700 SW CHICKADEE ST,7474640.0000 ,338041.8750 ,SAT
061116-185,6/11/2016  6:50:54 PM,PARTY,2740 SW WESTERN BV,7477249.0000 ,337100.3438 ,SAT
061116-239,6/11/2016  10:33:20 PM,SRN,347 NW 12TH ST,7480608.5000 ,341399.3125 ,SAT
061216-1,6/12/2016  12:05:24 AM,PARTY,355 SW 10TH ST,7480416.5000 ,339425.4688 ,SUN
061216-35,6/12/2016  2:42:34 AM,MUSIC,2201 NW GRANT AV,7478588.0000 ,344922.2500 ,SUN
061216-38,6/12/2016  2:53:13 AM,PARTY,327 NW 13TH ST,7480349.5000 ,341423.8438 ,SUN
061216-166,6/12/2016  9:03:39 PM,PARTY,2945 NW MULKEY AV,7476680.5000 ,345685.1250 ,SUN
061416-23,6/14/2016  3:34:54 AM,SRN,124 NW 7TH ST,7481616.5000 ,340100.9688 ,TUE
061716-9,6/17/2016  12:36:20 AM,PARTY,1725 NW 17TH ST,7480212.0000 ,347103.3125 ,FRI
061816-4,6/18/2016  12:03:15 AM,PARTY,1061 SW WASHINGTON AV,7480047.5000 ,339007.3750 ,SAT
061816-149,6/18/2016  6:05:20 PM,MUSIC,2450 NW 27TH ST,7477461.5000 ,349668.9063 ,SAT
061816-210,6/18/2016  10:51:50 PM,MUSIC,828 NW 28TH ST,7477269.5000 ,343913.6250 ,SAT
061816-217,6/18/2016  11:14:11 PM,MUSIC,825 NW 28TH ST,7477291.0000 ,343901.5313 ,SAT
061816-215,6/18/2016  11:07:35 PM,SRN,2217 NW VAN BUREN AV,7478530.5000 ,341873.5313 ,SAT
062116-198,6/21/2016  7:32:02 PM,SRN,3880 NW CHINQUAPIN PL,7474478.0000 ,350538.4688 ,TUE
062216-240,6/22/2016  9:07:53 PM,MUSIC,NW 23RD ST AND NW HARRISON BV,7478399.0000 ,342372.0000 ,WED
062316-161,6/23/2016  9:00:42 PM,MUSIC,426 NW 25TH ST,7478067.0000 ,342528.7500 ,THU
062316-167,6/23/2016  9:57:12 PM,SRN,828 NW 28TH ST,7477269.5000 ,343913.6250 ,THU
062416-7,6/24/2016  12:40:25 AM,SRN,2121 NW JANSSEN ST,7483128.0000 ,348516.8438 ,FRI
062416-104,6/24/2016  1:57:26 PM,MUSIC,561 NW WALNUT BV,7484616.5000 ,350348.9063 ,FRI
062416-204,6/24/2016  9:40:37 PM,PARTY,330 NW 23RD ST,7478383.5000 ,342043.3750 ,FRI
062416-210,6/24/2016  10:36:17 PM,PARTY,129 SW TUNISON AV,7480964.5000 ,332007.8750 ,FRI
062516-2,6/25/2016  12:02:40 AM,PARTY,950 SW D AV,7480427.5000 ,337385.5000 ,SAT
062516-152,6/25/2016  6:00:13 PM,MUSIC,1400 NW 9TH ST,7483108.0000 ,345145.0625 ,SAT
062516-211,6/25/2016  11:37:24 PM,PARTY,4268 NW BOXWOOD DR,7472704.0000 ,352077.0313 ,SAT
062516-215,6/25/2016  11:50:55 PM,SRN,143 NW 10TH ST,7480833.5000 ,340479.3125 ,SAT
062516-208,6/25/2016  11:29:40 PM,MUSIC,825 NW 23RD ST,7478437.5000 ,343849.8750 ,SAT
062616-18,6/26/2016  1:10:18 AM,SRN,1021 NE KIRSTEN PL,7489256.5000 ,350196.3438 ,SUN
062616-192,6/26/2016  9:10:09 PM,SRN,1460 NW DIVISION ST,7482773.0000 ,345743.6250 ,SUN
062616-201,6/26/2016  10:50:39 PM,PARTY,755 NE CIRCLE BV,7485927.5000 ,348419.0000 ,SUN
062816-18,6/28/2016  3:33:32 AM,PARTY,124 NW 7TH ST,7481616.5000 ,340100.9688 ,TUE
062816-241,6/28/2016  11:19:01 PM,SRN,4016 NW WITHAM HILL DR,7473491.0000 ,346613.5000 ,TUE
062916-20,6/29/2016  3:41:10 AM,PARTY,124 NW 7TH ST,7481616.5000 ,340100.9688 ,WED
062916-237,6/29/2016  11:55:34 PM,PARTY,725 SW CHICKADEE ST,7474431.0000 ,337826.4688 ,WED
063016-8,6/30/2016  12:33:39 AM,MUSIC,115 NW 15TH ST,7479538.5000 ,340861.8750 ,THU
063016-196,6/30/2016  11:43:22 PM,MUSIC,1425 NW MONROE AV,7479711.5000 ,340748.5625 ,THU
070116-15,7/1/2016  3:46:20 AM,MUSIC,958 NW SYCAMORE AV,7483348.5000 ,348894.5000 ,FRI
070116-183,7/1/2016  9:25:52 PM,MUSIC,330 NW 23RD ST,7478383.5000 ,342043.3750 ,FRI
070216-24,7/2/2016  1:53:46 AM,PARTY,880 SW GROVE ST,7476782.5000 ,337352.5938 ,SAT
070316-28,7/3/2016  1:44:07 AM,MUSIC,SW GOLF VIEW AV AND SW 45TH ST,7471973.0000 ,333252.0000 ,SUN
070316-283,7/3/2016  10:41:07 PM,PARTY,235 NW 25TH ST,7478069.0000 ,341751.2500 ,SUN
070416-5,7/4/2016  12:22:20 AM,PARTY,3440 NE LANCASTER ST,7488243.5000 ,353406.7500 ,MON
070416-230,7/4/2016  11:32:01 PM,PARTY,334 NW 6TH ST,7482189.5000 ,340728.5625 ,MON
070416-234,7/4/2016  11:37:06 PM,SRN,1866 NW POLK AV,7479326.0000 ,342880.0625 ,MON
070516-1,7/5/2016  12:03:38 AM,SRN,1130 NW 27TH ST,7477568.0000 ,344795.4688 ,TUE
070516-171,7/5/2016  7:08:23 PM,MUSIC,695 SW SAGEBRUSH DR,7474618.0000 ,338142.8750 ,TUE
070716-181,7/7/2016  10:47:47 PM,PARTY,2135 NW HIGHLAND DR,7482571.5000 ,348654.1875 ,THU
070816-16,7/8/2016  4:31:54 AM,MUSIC,1872 NW GRANT CR,7479683.5000 ,345328.5000 ,FRI
070816-198,7/8/2016  10:38:15 PM,SRN,2312 NW VAN BUREN AV,7478363.0000 ,341883.3750 ,FRI
070916-6,7/9/2016  12:04:49 AM,PARTY,1860 NW POLK AV,7479339.5000 ,342874.7500 ,SAT
070916-36,7/9/2016  2:38:31 AM,SRN,2450 SW LEONARD ST,7479998.0000 ,331488.2500 ,SAT
070916-213,7/9/2016  10:08:49 PM,SRN,426 NW 25TH ST,7478067.0000 ,342528.7500 ,SAT
070916-221,7/9/2016  10:35:16 PM,PARTY,ST MARYS CHURCH,(1.0000),(1.0000),SAT
071016-8,7/10/2016  12:33:23 AM,PARTY,1866 NW POLK AV,7479326.0000 ,342880.0625 ,SUN
071016-4,7/10/2016  12:12:45 AM,PARTY,1862 NW POLK AV,7479335.0000 ,342876.5313 ,SUN
071316-14,7/13/2016  3:06:23 AM,PARTY,546 SW B AV,7481134.5000 ,337700.6563 ,WED
071316-225,7/13/2016  10:16:13 PM,MUSIC,695 SW SAGEBRUSH DR,7474618.0000 ,338142.8750 ,WED
071316-234,7/13/2016  11:04:21 PM,MUSIC,695 SW SAGEBRUSH DR,7474618.0000 ,338142.8750 ,WED
071416-199,7/14/2016  11:44:00 PM,PARTY,1603 NW JACKSON AV,7479433.5000 ,341304.2500 ,THU
071516-240,7/15/2016  10:20:41 PM,PARTY,685 SW SAGEBRUSH DR,7474571.0000 ,338373.7500 ,FRI
071516-235,7/15/2016  10:00:50 PM,MUSIC,517 SW 2ND ST,7482363.0000 ,337971.3125 ,FRI
071516-246,7/15/2016  10:58:32 PM,PARTY,644 NW 14TH ST,7480502.0000 ,342592.4063 ,FRI
071516-253,7/15/2016  11:19:24 PM,SRN,607 NW 21ST ST,7478752.5000 ,343061.8438 ,FRI
071516-254,7/15/2016  11:19:39 PM,SRN,1031 NW 34TH ST,7475562.0000 ,344568.0313 ,FRI
071616-1,7/16/2016  12:01:29 AM,PARTY,418 SW 6TH ST,7481388.0000 ,338766.7188 ,SAT
071616-4,7/16/2016  12:22:27 AM,SRN,1615 NW 23RD ST,7478556.5000 ,346593.5000 ,SAT
071616-14,7/16/2016  1:10:40 AM,PARTY,1062 SW ADAMS AV,7480173.0000 ,339322.7500 ,SAT
071616-18,7/16/2016  1:28:09 AM,PARTY,912 NW 34TH ST,7475532.0000 ,344228.2188 ,SAT
071616-57,7/16/2016  9:19:48 AM,MUSIC,3390 NE OXFORD CR,7488515.0000 ,353406.5313 ,SAT
071616-136,7/16/2016  4:43:49 PM,MUSIC,1500 SW AVERY PARK LN,7479741.5000 ,335911.6250 ,SAT
071616-213,7/16/2016  10:59:24 PM,MUSIC,2601 NW TYLER AV,7477774.5000 ,342804.2500 ,SAT
071616-221,7/16/2016  11:22:57 PM,SRN,701 SW 7TH ST,7480785.5000 ,337998.4375 ,SAT
071716-20,7/17/2016  1:46:06 AM,MUSIC,2015 NW 23RD ST,7478339.0000 ,348336.5313 ,SUN
071716-133,7/17/2016  4:18:42 PM,MUSIC,504 NW WALNUT BV,7484880.5000 ,350323.8750 ,SUN
071716-104,7/17/2016  1:24:25 PM,MUSIC,695 SW SAGEBRUSH DR,7474618.0000 ,338142.8750 ,SUN
071916-166,7/19/2016  9:48:25 PM,MUSIC,2655 NW HIGHLAND DR,7482629.0000 ,350452.0938 ,TUE
072116-143,7/21/2016  4:52:40 PM,MUSIC,700 SW CHICKADEE ST,7474640.0000 ,338041.8750 ,THU
072216-16,7/22/2016  1:56:59 AM,PARTY,690 SW SAGEBRUSH DR,7474573.0000 ,338232.5625 ,FRI
072216-226,7/22/2016  10:50:33 PM,PARTY,730 SW CHICKADEE ST,7474361.0000 ,337789.9688 ,FRI
072316-141,7/23/2016  6:10:16 PM,MUSIC,4485 SW COUNTRY CLUB DR,7472006.0000 ,333568.7813 ,SAT
072316-139,7/23/2016  6:00:53 PM,MUSIC,695 SW SAGEBRUSH DR,7474618.0000 ,338142.8750 ,SAT
072416-11,7/24/2016  12:56:10 AM,MUSIC,1425 NW MONROE AV,7479711.5000 ,340748.5625 ,SUN
072416-22,7/24/2016  1:38:38 AM,PARTY,2950 NW LINCOLN AV,7476861.5000 ,344408.5000 ,SUN
072416-30,7/24/2016  3:06:31 AM,PARTY,140 NE CONIFER BV,7486412.0000 ,351291.6563 ,SUN
072416-167,7/24/2016  6:47:01 PM,MUSIC,1530 NW KINGS BV,7478970.0000 ,346140.3750 ,SUN
072416-182,7/24/2016  8:30:41 PM,MUSIC,513 NW 17TH ST,7479635.0000 ,342455.0000 ,SUN
072616-11,7/26/2016  1:44:49 AM,PARTY,NW 26TH ST AND NW FILLMORE AV,7477821.0000 ,343801.0000 ,TUE
072616-203,7/26/2016  10:14:32 PM,MUSIC,1836 NW GRANT CR,7479721.0000 ,345472.1563 ,TUE
072616-212,7/26/2016  11:55:02 PM,SRN,540 NW 9TH ST,7481642.0000 ,341768.2813 ,TUE
072816-2,7/28/2016  12:19:34 AM,SRN,2600 NW FILLMORE AV,7477804.5000 ,343790.6250 ,THU
072816-194,7/28/2016  10:17:22 PM,SRN,612 NW 19TH ST,7479250.5000 ,342962.9375 ,THU
072816-204,7/28/2016  10:56:56 PM,PARTY,690 SW SAGEBRUSH DR,7474573.0000 ,338232.5625 ,THU
072916-13,7/29/2016  2:34:34 AM,PARTY,3735 SW BUNCHBERRY AV,7474334.5000 ,338673.6875 ,FRI
072916-16,7/29/2016  2:39:07 AM,PARTY,204 NW KINGS BV,7479036.0000 ,341447.9688 ,FRI
072916-21,7/29/2016  3:45:25 AM,MUSIC,1360 NW VAN BUREN AV,7480148.0000 ,341378.5000 ,FRI
072916-197,7/29/2016  10:22:12 PM,PARTY,624 NW 11TH ST,7481205.0000 ,342250.6875 ,FRI
072916-193,7/29/2016  10:13:49 PM,SRN,611 NW 11TH ST,7481209.0000 ,342200.4375 ,FRI
072916-195,7/29/2016  10:18:12 PM,PARTY,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,FRI
072916-209,7/29/2016  11:26:13 PM,SRN,611 NW 11TH ST,7481209.0000 ,342200.4375 ,FRI
073016-15,7/30/2016  1:26:58 AM,PARTY,1836 NW GRANT CR,7479721.0000 ,345472.1563 ,SAT
073016-23,7/30/2016  2:28:39 AM,MUSIC,710 NW 5TH ST,7483001.5000 ,341932.1250 ,SAT
073116-2,7/31/2016  12:03:26 AM,SRN,3005 SW MORRIS AV,7476516.0000 ,336644.9063 ,SUN
073116-121,7/31/2016  7:00:39 PM,MUSIC,616 NW 14TH ST,7480467.5000 ,342504.3125 ,SUN
073116-160,7/31/2016  11:08:51 PM,MUSIC,NW 30TH ST AND NW ORCHARD AV,7476565.0000 ,341075.0000 ,SUN
073116-162,7/31/2016  11:23:14 PM,SRN,1113 SE BELL AV,7483439.5000 ,330548.0000 ,SUN
080116-8,8/1/2016  1:10:44 AM,MUSIC,825 NW 23RD ST,7478437.5000 ,343849.8750 ,MON
080116-159,8/1/2016  5:38:47 PM,MUSIC,1060 SW E AV,7480196.5000 ,337053.5313 ,MON
080316-256,8/3/2016  10:58:40 PM,PARTY,521 NW 8TH ST,7481917.0000 ,341566.2500 ,WED
080416-232,8/4/2016  11:02:42 PM,PARTY,508 NW 17TH ST,7479609.5000 ,342450.8125 ,THU
080416-241,8/4/2016  11:35:42 PM,MUSIC,1425 NW MONROE AV,7479711.5000 ,340748.5625 ,THU
080516-4,8/5/2016  12:48:50 AM,MUSIC,1425 NW MONROE AV,7479711.5000 ,340748.5625 ,FRI
080616-6,8/6/2016  1:00:58 AM,PARTY,419 NW 12TH ST,7480708.5000 ,341655.4063 ,SAT
080616-197,8/6/2016  11:31:15 PM,SRN,1603 NW JACKSON AV,7479433.5000 ,341304.2500 ,SAT
080716-9,8/7/2016  12:33:32 AM,PARTY,242 NW 15TH ST,7479746.0000 ,341328.0625 ,SUN
080716-160,8/7/2016  10:04:13 PM,PARTY,700 SW CHICKADEE ST,7474640.0000 ,338041.8750 ,SUN
080816-145,8/8/2016  5:24:24 PM,MUSIC,800 SW 11TH ST,7479975.5000 ,338114.9688 ,MON
080916-8,8/9/2016  1:05:32 AM,MUSIC,203 NW 13TH ST,7480188.0000 ,341004.2188 ,TUE
081016-193,8/10/2016  8:54:59 PM,MUSIC,555 SE VIEWMONT AV,7482194.0000 ,332050.5938 ,WED
081116-223,8/11/2016  10:52:15 PM,PARTY,525 NW 16TH ST,7479890.5000 ,342397.7813 ,THU
081116-232,8/11/2016  11:38:35 PM,PARTY,525 NW 16TH ST,7479890.5000 ,342397.7813 ,THU
081216-23,8/12/2016  1:54:47 AM,PARTY,242 NW 16TH ST,7479486.5000 ,341433.5000 ,FRI
081216-247,8/12/2016  11:25:49 PM,PARTY,1845 NW POLK AV,7479384.0000 ,342881.5938 ,FRI
081316-2,8/13/2016  12:16:17 AM,PARTY,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,SAT
081516-215,8/15/2016  10:56:02 PM,MUSIC,1810 NW DIVISION ST,7482843.5000 ,347448.9063 ,MON
081716-7,8/17/2016  1:58:52 AM,PARTY,1717 NW HARRISON BV,7479428.0000 ,342098.8438 ,WED
081716-206,8/17/2016  11:58:14 PM,MUSIC,2750 NW HARRISON BV,7477352.5000 ,342449.5000 ,THU
081916-4,8/19/2016  12:22:04 AM,PARTY,550 NW POLK AV,7482723.5000 ,341596.7188 ,FRI
082216-214,8/22/2016  10:45:12 PM,MUSIC,2740 SW MORRIS AV,7477290.5000 ,336597.3438 ,MON
082316-159,8/23/2016  5:22:00 PM,MUSIC,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,TUE
082316-209,8/23/2016  10:34:20 PM,MUSIC,3230 NE LANCASTER ST,7487864.0000 ,352551.5000 ,TUE
082316-216,8/23/2016  11:32:38 PM,PARTY,960 NW SYCAMORE AV,7483348.5000 ,348894.5000 ,TUE
082316-217,8/23/2016  11:34:30 PM,MUSIC,3230 NE LANCASTER ST,7487864.0000 ,352551.5000 ,TUE
082616-158,8/26/2016  10:19:38 PM,PARTY,246 NW 21ST ST,7478705.5000 ,341635.3125 ,FRI
082616-168,8/26/2016  11:20:04 PM,SRN,132 NW 15TH ST,7479586.5000 ,340926.3438 ,FRI
082716-10,8/27/2016  12:48:45 AM,MUSIC,203 NW 13TH ST,7480188.0000 ,341004.2188 ,SAT
082716-29,8/27/2016  6:02:41 AM,PARTY,4790 NW WALNUT BV,7471050.0000 ,349901.7188 ,SAT
082716-184,8/27/2016  10:36:02 PM,PARTY,226 NW 30TH ST,7476559.0000 ,341847.5625 ,SAT
082816-18,8/28/2016  4:41:44 AM,PARTY,3240 NW FILLMORE AV,7475955.5000 ,343870.0625 ,SUN
082816-143,8/28/2016  7:38:12 PM,PARTY,1600 NW 27TH ST,7477634.5000 ,346571.5000 ,SUN
083016-13,8/30/2016  1:57:36 AM,PARTY,545 NW 16TH ST,7479914.5000 ,342459.0938 ,TUE
083016-184,8/30/2016  7:05:41 PM,SRN,1425 NW MONROE AV,7479711.5000 ,340748.5625 ,TUE
083116-1,8/31/2016  12:04:34 AM,PARTY,NW KINGS BV AND NW HARRISON BV,7479058.0000 ,342232.0000 ,WED
090116-2,9/1/2016  12:05:32 AM,PARTY,2675 NE LANCASTER ST,7487316.5000 ,350089.6563 ,THU
090116-8,9/1/2016  1:52:44 AM,SRN,261 SW WAKE ROBIN AV,7480342.0000 ,330081.2500 ,THU
090116-196,9/1/2016  10:14:42 PM,PARTY,5565 SW PHILOMATH BV,7468372.5000 ,334803.2813 ,THU
090116-202,9/1/2016  10:50:43 PM,PARTY,612 NW 19TH ST,7479250.5000 ,342962.9375 ,THU
090216-207,9/2/2016  9:49:08 PM,PARTY,2600 NW FILLMORE AV,7477804.5000 ,343790.6250 ,FRI
090316-5,9/3/2016  12:19:31 AM,SRN,3280 NW JOHNSON AV,7475752.0000 ,341334.2813 ,SAT
090316-3,9/3/2016  12:12:42 AM,SRN,5544 SW BLUESTEM PL,7468243.5000 ,333403.1875 ,SAT
090316-132,9/3/2016  6:09:23 PM,MUSIC,1500 SW AVERY PARK LN,7479741.5000 ,335911.6250 ,SAT
090316-173,9/3/2016  10:15:36 PM,PARTY,1025 NW 36TH ST,7475027.0000 ,344577.8438 ,SAT
090316-204,9/3/2016  11:51:59 PM,PARTY,2740 SW WESTERN BV,7477249.0000 ,337100.3438 ,SAT
090416-31,9/4/2016  2:36:49 AM,MUSIC,442 SW WASHINGTON AV,7481707.0000 ,338296.2188 ,SUN
090416-38,9/4/2016  4:22:04 AM,MUSIC,601 SW WASHINGTON AV,7481269.0000 ,338492.3125 ,SUN
090616-225,9/6/2016  10:08:50 PM,SRN,2645 NW TAYLOR AV,7477684.5000 ,343485.5625 ,TUE
090716-7,9/7/2016  12:50:56 AM,PARTY,NW KINGS BV AND NW GRANT AV,7479003.0000 ,344927.0000 ,WED
090716-10,9/7/2016  1:07:04 AM,PARTY,640 NW 35TH ST,7475250.5000 ,343364.9375 ,WED
090716-245,9/7/2016  9:13:36 PM,MUSIC,1060 SW E AV,7480196.5000 ,337053.5313 ,WED
090716-263,9/7/2016  10:31:50 PM,PARTY,2055 NW BECA AV,7479229.0000 ,344723.4688 ,WED
090716-269,9/7/2016  11:11:36 PM,PARTY,1460 NW VAN BUREN AV,7479904.0000 ,341476.3750 ,WED
090816-228,9/8/2016  11:40:34 PM,PARTY,1000 SW 11TH ST,7480048.0000 ,337408.3438 ,THU
090916-232,9/9/2016  9:51:41 PM,PARTY,521 NW 31ST ST,7476317.5000 ,342910.0000 ,FRI
090916-245,9/9/2016  11:08:33 PM,MUSIC,3230 NE LANCASTER ST,7487864.0000 ,352551.5000 ,SAT
091016-7,9/10/2016  12:19:28 AM,MUSIC,1305 NW 23RD ST,7478518.0000 ,345275.4063 ,SAT
091016-59,9/10/2016  7:28:10 AM,MUSIC,3230 NE LANCASTER ST,7487864.0000 ,352551.5000 ,SAT
091016-216,9/10/2016  10:26:10 PM,SRN,677 NW 23RD ST,7478428.0000 ,343328.9063 ,SAT
091016-217,9/10/2016  10:27:15 PM,SRN,2700 NW JACKSON AV,7477400.0000 ,341710.5625 ,SAT
091016-220,9/10/2016  10:55:02 PM,PARTY,400 NW 11TH ST,7480915.0000 ,341513.7188 ,SAT
091016-227,9/10/2016  11:56:51 PM,SRN,2929 NW HARRISON BV,7476812.0000 ,342484.3438 ,SUN
091116-2,9/11/2016  12:05:58 AM,PARTY,NW 27TH ST AND NW TAYLOR AV,7477535.0000 ,343482.0000 ,SUN
091116-14,9/11/2016  2:22:41 AM,SRN,195 SE BRIDGEWAY AV,7481509.5000 ,334321.3125 ,SUN
091116-17,9/11/2016  2:48:59 AM,MUSIC,622 NW 29TH ST,7476947.0000 ,343249.7188 ,SUN
091116-167,9/11/2016  10:19:55 PM,PARTY,527 NW 23RD ST,7478419.5000 ,342826.0938 ,SUN
091216-24,9/12/2016  2:45:02 AM,MUSIC,2938 SE SUMMERFIELD DR,7482630.0000 ,329227.4063 ,MON
091216-226,9/12/2016  10:09:47 PM,SRN,3011 NW ORCHARD AV,7476478.0000 ,341088.7188 ,MON
091216-231,9/12/2016  10:26:11 PM,SRN,312 NW 21ST ST,7478709.5000 ,341886.8438 ,MON
091216-234,9/12/2016  11:00:59 PM,SRN,325 NW 21ST ST,7478732.5000 ,341943.8125 ,MON
091216-239,9/12/2016  11:53:23 PM,SRN,340 NW 21ST ST,7478711.5000 ,342021.0313 ,MON
